machineName,prefix,additionalInfo
200046-1-H,,Computer: 200046-1-H failed to download or is disconnected. Error: The network path was not found. : '\\200046-1-H\C$\Install\extract v2.5.zip'
200048-4-H,PV_LH,successful
200050-1-H,,Computer: 200050-1-H failed to download or is disconnected. Error: The network path was not found. : '\\200050-1-H\C$\Install\extract v2.5.zip'
200049-10-H,PMP_LH,successful
200050-3-T,LR_LPH,successful
200049-3-H,LPH_LR,successful
200050-10-T,,Computer: 200050-10-T failed to download or is disconnected. Error: The network path was not found. : '\\200050-10-T\C$\Install\extract v2.5.zip'
200054-10-H,PMP_LH,successful
200054-10-T,,Computer: 200054-10-T failed to download or is disconnected. Error: The network path was not found. : '\\200054-10-T\C$\Install\extract v2.5.zip'
200051-2-H,LL4P,successful
200054-3-T,,Computer: 200054-3-T failed to download or is disconnected. Error: The network path was not found. : '\\200054-3-T\C$\Install\extract v2.5.zip'
200052-2-H,,Computer: 200052-2-H failed to download or is disconnected. Error: The network path was not found. : '\\200052-2-H\C$\Install\extract v2.5.zip'
200053-1-H,,Computer: 200053-1-H failed to download or is disconnected. Error: The network path was not found. : '\\200053-1-H\C$\Install\extract v2.5.zip'
200054-3-H,LPH_LR,successful
200057-1-T,,Not enough Free space on drive C: 3 GB
200057-2-T,PMP,successful
200061-1-T,PP_LH,successful
200061-2-T,PMP,successful
200062-4-H,,Computer: 200062-4-H failed to download or is disconnected. Error: The network path was not found. : '\\200062-4-H\C$\Install\extract v2.5.zip'
200062-1-T,LL4P,successful
200062-3-T,LPH_LR,successful
200062-4-T,LH_PV,successful
200069-10-T,,physical display count did not match data from C-nario
200069-10-T,,Error occurred while getting display configurations: display count did not match
200069-10-T,,"Error occurred while processing prefix: Error occurred while getting display configurations: display count did not match
Stack Trace: at <ScriptBlock>, C:\Install\m4dextractor\extractscript.ps1: line 242"
200068-1-H,,Not enough Free space on drive C: 11 GB
200069-1-T,,Computer: 200069-1-T failed to download or is disconnected. Error: The target account name is incorrect. : '\\200069-1-T\C$\Install\extract v2.5.zip'
200063-1-H,,Computer: 200063-1-H failed to download or is disconnected. Error: The network path was not found. : '\\200063-1-H\C$\Install\extract v2.5.zip'
200067-2-H,,Computer: 200067-2-H failed to download or is disconnected. Error: The network path was not found. : '\\200067-2-H\C$\Install\extract v2.5.zip'
200071-10-T,,physical display count did not match data from C-nario
200071-10-T,,Error occurred while getting display configurations: display count did not match
200071-10-T,,"Error occurred while processing prefix: Error occurred while getting display configurations: display count did not match
Stack Trace: at <ScriptBlock>, C:\Install\m4dextractor\extractscript.ps1: line 242"
200073-10-H,PMP_LH,successful
200069-3-T,,Computer: 200069-3-T failed to download or is disconnected. Error: The network path was not found. : '\\200069-3-T\C$\Install\extract v2.5.zip'
200071-3-T,,Computer: 200071-3-T failed to download or is disconnected. Error: The network path was not found. : '\\200071-3-T\C$\Install\extract v2.5.zip'
200073-3-H,LPH_LR,successful
200073-1-H,,Computer: 200073-1-H failed to download or is disconnected. Error: The network path was not found. : '\\200073-1-H\C$\Install\extract v2.5.zip'
200075-3-H,LPH_LR,successful
200077-1-T,,Computer: 200077-1-T failed to download or is disconnected. Error: The target account name is incorrect. : '\\200077-1-T\C$\Install\extract v2.5.zip'
200076-10-H,LH_PMP,successful
200075-4-H,LH_PV,successful
200076-3-H,LPH_LR,successful
200077-10-T,LH,successful
200081-1-H,,Computer: 200081-1-H failed to download or is disconnected. Error: The network path was not found. : '\\200081-1-H\C$\Install\extract v2.5.zip'
200077-3-T,LR_LPH,successful
200084-12-H,,Computer: 200084-12-H failed to download or is disconnected. Error: The network path was not found. : '\\200084-12-H\C$\Install\extract v2.5.zip'
200080-1-T,LH,successful
200081-3-H,LPH_LR,successful
200084-12-T,LH_LR,successful
200081-10-H,PMP_LH,successful
200085-4-H,PV_LH,successful
200085-3-H,,Computer: 200085-3-H failed to download or is disconnected. Error: The network path was not found. : '\\200085-3-H\C$\Install\extract v2.5.zip'
200087-4-H,,Not enough Free space on drive C: 16 GB
200086-4-T,PV_LH,successful
200087-3-H,LPH_LR,successful
200088-12-T,PV_LR,successful
200093-1-H,,Computer: 200093-1-H failed to download or is disconnected. Error: The target account name is incorrect. : '\\200093-1-H\C$\Install\extract v2.5.zip'
200086-3-T,LPH_LR,successful
200093-12-H,LH_LR,successful
200090-10-H,,Computer: 200090-10-H failed to download or is disconnected. Error: The network path was not found. : '\\200090-10-H\C$\Install\extract v2.5.zip'
200090-3-H,,Computer: 200090-3-H failed to download or is disconnected. Error: The network path was not found. : '\\200090-3-H\C$\Install\extract v2.5.zip'
200094-3-H,LPH_LR,successful
200094-4-H,LH_PV,successful
200095-1-H,LL4P,successful
200095-12-H,PV_LR,successful
200096-1-H,,Computer: 200096-1-H failed to download or is disconnected. Error: The network path was not found. : '\\200096-1-H\C$\Install\extract v2.5.zip'
200097-3-H,LPH_LR,successful
200098-7-H,PV_PP,successful
200098-8-H,LH_LL4P,successful
200098-6-H,,Computer: 200098-6-H failed to download or is disconnected. Error: The network path was not found. : '\\200098-6-H\C$\Install\extract v2.5.zip'
200100-2-T,,Computer: 200100-2-T failed to download or is disconnected. Error: The target account name is incorrect. : '\\200100-2-T\C$\Install\extract v2.5.zip'
200100-1-T,LH_PP,successful
200097-10-H,LH_PMP,successful
200105-12-T,LR_LH,successful
200109-1-H,,Computer: 200109-1-H failed to download or is disconnected. Error: The target account name is incorrect. : '\\200109-1-H\C$\Install\extract v2.5.zip'
200109-12-H,LR_PV,successful
200103-1-H,,Computer: 200103-1-H failed to download or is disconnected. Error: The network path was not found. : '\\200103-1-H\C$\Install\extract v2.5.zip'
200105-1-T,,Computer: 200105-1-T failed to download or is disconnected. Error: The network path was not found. : '\\200105-1-T\C$\Install\extract v2.5.zip'
200106-2-H,,Computer: 200106-2-H failed to download or is disconnected. Error: The network path was not found. : '\\200106-2-H\C$\Install\extract v2.5.zip'
200112-3-H,LPH_LR,successful
200112-10-H,PV_LH,successful
200115-12-T,,Computer: 200115-12-T failed to download or is disconnected. Error: The network path was not found. : '\\200115-12-T\C$\Install\extract v2.5.zip'
200110-1-H,,Computer: 200110-1-H failed to download or is disconnected. Error: The network path was not found. : '\\200110-1-H\C$\Install\extract v2.5.zip'
200118-12-H,,Computer: 200118-12-H failed to download or is disconnected. Error: The network path was not found. : '\\200118-12-H\C$\Install\extract v2.5.zip'
200118-1-T,,Computer: 200118-1-T failed to download or is disconnected. Error: The target account name is incorrect. : '\\200118-1-T\C$\Install\extract v2.5.zip'
200120-3-H,,Computer: 200120-3-H failed to download or is disconnected. Error: The specified network name is no longer available. : '\\200120-3-H\C$\Install\extract v2.5.zip'
200120-10-H,,Not enough Free space on drive C: 1 GB
200112-1-H,,Computer: 200112-1-H failed to download or is disconnected. Error: The network path was not found. : '\\200112-1-H\C$\Install\extract v2.5.zip'
200119-3-T,,Computer: 200119-3-T failed to download or is disconnected. Error: The target account name is incorrect. : '\\200119-3-T\C$\Install\extract v2.5.zip'
200121-3-T,LPH_LR,successful
200118-12-T,LR_LH,successful
200124-10-T,,Computer: 200124-10-T failed to download or is disconnected. Error: The network path was not found. : '\\200124-10-T\C$\Install\extract v2.5.zip'
200121-4-T,PV_LH,successful
200125-10-H,PMP_LH,successful
200124-3-T,,Computer: 200124-3-T failed to download or is disconnected. Error: The network path was not found. : '\\200124-3-T\C$\Install\extract v2.5.zip'
200126-3-T,LPH_LR,successful
200128-1-T,,Computer: 200128-1-T failed to download or is disconnected. Error: The network path was not found. : '\\200128-1-T\C$\Install\extract v2.5.zip'
200125-3-H,,Computer: 200125-3-H failed to download or is disconnected. Error: The network path was not found. : '\\200125-3-H\C$\Install\extract v2.5.zip'
200126-4-T,,Not enough Free space on drive C: 17 GB
200132-12-H,LR_PV,successful
200128-12-T,,Computer: 200128-12-T failed to download or is disconnected. Error: The network path was not found. : '\\200128-12-T\C$\Install\extract v2.5.zip'
200135-1-T,,Computer: 200135-1-T failed to download or is disconnected. Error: The network path was not found. : '\\200135-1-T\C$\Install\extract v2.5.zip'
200140-1-H,LH,successful
200140-17-H,,Computer: 200140-17-H failed to download or is disconnected. Error: The network path was not found. : '\\200140-17-H\C$\Install\extract v2.5.zip'
200142-12-T,,Computer: 200142-12-T failed to download or is disconnected. Error: The network path was not found. : '\\200142-12-T\C$\Install\extract v2.5.zip'
200137-10-T,,physical display count did not match data from C-nario
200137-10-T,,Error occurred while getting display configurations: display count did not match
200137-10-T,,"Error occurred while processing prefix: Error occurred while getting display configurations: display count did not match
Stack Trace: at <ScriptBlock>, C:\Install\m4dextractor\extractscript.ps1: line 242"
200142-1-T,,Computer: 200142-1-T failed to download or is disconnected. Error: The network path was not found. : '\\200142-1-T\C$\Install\extract v2.5.zip'
200137-3-T,LR,successful
200146-4-H,LH_PV,successful
200146-3-H,,Computer: 200146-3-H failed to download or is disconnected. Error: The network path was not found. : '\\200146-3-H\C$\Install\extract v2.5.zip'
200148-12-T,LH,successful
200148-3-T,LR,successful
200147-12-H,,Computer: 200147-12-H failed to download or is disconnected. Error: The network path was not found. : '\\200147-12-H\C$\Install\extract v2.5.zip'
200147-1-H,,Computer: 200147-1-H failed to download or is disconnected. Error: The network path was not found. : '\\200147-1-H\C$\Install\extract v2.5.zip'
200153-1-T,,Computer: 200153-1-T failed to download or is disconnected. Error: The target account name is incorrect. : '\\200153-1-T\C$\Install\extract v2.5.zip'
200149-12-H,,physical display count did not match data from C-nario
200149-12-H,,Error occurred while getting display configurations: display count did not match
200149-12-H,,"Error occurred while processing prefix: Error occurred while getting display configurations: display count did not match
Stack Trace: at <ScriptBlock>, C:\Install\m4dextractor\extractscript.ps1: line 242"
200153-12-T,,physical display count did not match data from C-nario
200153-12-T,,Error occurred while getting display configurations: display count did not match
200153-12-T,,"Error occurred while processing prefix: Error occurred while getting display configurations: display count did not match
Stack Trace: at <ScriptBlock>, C:\Install\m4dextractor\extractscript.ps1: line 242"
200158-10-H,,Error occurred while compiling prefix: You cannot call a method on a null-valued expression.
200158-10-H,,"Error occurred while processing prefix: Error occurred while compiling prefix: You cannot call a method on a null-valued expression.
Stack Trace: at <ScriptBlock>, C:\Install\m4dextractor\extractscript.ps1: line 294"
200158-3-H,,physical display count did not match data from C-nario
200158-3-H,,Error occurred while getting display configurations: display count did not match
200158-3-H,,"Error occurred while processing prefix: Error occurred while getting display configurations: display count did not match
Stack Trace: at <ScriptBlock>, C:\Install\m4dextractor\extractscript.ps1: line 242"
200162-12-H,LH_LR,successful
200164-12-H,PV_LR,successful
200162-1-H,,Computer: 200162-1-H failed to download or is disconnected. Error: The network path was not found. : '\\200162-1-H\C$\Install\extract v2.5.zip'
200164-1-H,,Computer: 200164-1-H failed to download or is disconnected. Error: The target account name is incorrect. : '\\200164-1-H\C$\Install\extract v2.5.zip'
200163-1-H,,Computer: 200163-1-H failed to download or is disconnected. Error: The network path was not found. : '\\200163-1-H\C$\Install\extract v2.5.zip'
200165-3-H,LPH_LR,successful
200165-4-H,PV,successful
200165-4-T,,Computer: 200165-4-T failed to download or is disconnected. Error: The network path was not found. : '\\200165-4-T\C$\Install\extract v2.5.zip'
200155-12-T,PV_LR,successful
200165-3-T,,Computer: 200165-3-T failed to download or is disconnected. Error: The network path was not found. : '\\200165-3-T\C$\Install\extract v2.5.zip'
200170-10-H,,physical display count did not match data from C-nario
200170-10-H,,Error occurred while getting display configurations: display count did not match
200170-10-H,,"Error occurred while processing prefix: Error occurred while getting display configurations: display count did not match
Stack Trace: at <ScriptBlock>, C:\Install\m4dextractor\extractscript.ps1: line 242"
200170-3-H,,physical display count did not match data from C-nario
200170-3-H,,Error occurred while getting display configurations: display count did not match
